Name,Rating,Expertise,Number_of_Employees,Type,Age,Location,Highly_Rated_For,Critically_Rated_For
Arya Collateral Warehousing Services,4.3,Agriculture,51-200 Employees,41 years old,Noida +25 more,Noida +25 more,"Company Culture, Work Satisfaction, Skill Development / Learning",N/A
Eastern Coalfields,4.0,Metals & Mining,50k-1 Lakh Employees (Global),48 years old,West Bengal +11 more,West Bengal +11 more,"Job Security, Work Life Balance, Salary & Benefits",N/A
Raptim Research,4.1,Clinical Research,201-500 Employees,18 years old,Mumbai +2 more,Mumbai +2 more,"Job Security, Skill Development / Learning, Work Life Balance",N/A
ANANDA GROUP,3.9,N/A,N/A,N/A,N/A,N/A,"Company Culture, Job Security, Skill Development / Learning",N/A
Tropilite Foods,4.4,Food Processing,201-500 Employees,41 years old,Gwalior +23 more,Gwalior +23 more,"Company Culture, Skill Development / Learning, Job Security",N/A
360 Degree Cloud Technologies,2.8,IT Services & Consulting,201-500 Employees,11 years old,Faridabad +6 more,Faridabad +6 more,N/A,"Job Security, Company Culture, Work Satisfaction"
Comvision,4.7,N/A,N/A,N/A,N/A,N/A,"Salary & Benefits, Skill Development / Learning, Job Security",N/A
S.R.Batliboi & Co.,3.1,Accounting & Auditing,201-500 Employees (Global),34 years old,London +10 more,London +10 more,Job Security,Job Security
MGNREGA,3.6,Government,501-1k Employees,32 years old,New Delhi +56 more,New Delhi +56 more,N/A,"Promotions / Appraisal, Job Security, Salary & Benefits"
Unison Pharmaceuticals,4.1,Pharma,501-1k Employees,42 years old,Ahmedabad +4 more,Ahmedabad +4 more,"Job Security, Work Life Balance, Salary & Benefits",N/A
Evertogen Life Sciences,3.2,Pharma,51-200 Employees,10 years old,Hyderabad +3 more,Hyderabad +3 more,N/A,"Promotions / Appraisal, Salary & Benefits"
Lakshmikumaran & Sridharan,3.8,Legal,501-1k Employees,38 years old,New Delhi +11 more,New Delhi +11 more,"Skill Development / Learning, Job Security",N/A
Techmagnate,4.1,Marketing & Advertising,201-500 Employees,5 years old,Delhi/NCR +1 more,Delhi/NCR +1 more,"Job Security, Skill Development / Learning, Salary & Benefits",N/A
Toshiba Water Solutions,3.9,N/A,N/A,N/A,N/A,N/A,"Job Security, Work Life Balance",N/A
Sri Ramachandra Institute of Higher Education and Research,4.1,Education & Training,201-500 Employees,33 years old,Chennai +7 more,Chennai +7 more,"Job Security, Work Life Balance, Skill Development / Learning",N/A
Cogito Tech,3.3,N/A,N/A,N/A,N/A,N/A,N/A,"Job Security, Promotions / Appraisal"
House of Beauty,4.4,Internet,51-200 Employees,Startup,4 years old,Gurgaon/Gurugram +14 more,"Company Culture, Skill Development / Learning, Job Security",N/A
Abu Dhabi Commercial Bank,4.1,Banking,201-500 Employees,Forbes Global 2000,38 years old,Abu Dhabi +5 more,"Company Culture, Job Security, Skill Development / Learning",N/A
Modern Foods,3.9,Food Processing,51-200 Employees,Public,58 years old,Gurgaon/Gurugram +18 more,Skill Development / Learning,N/A
MPPTCL,4.0,Oil & Gas,1k-5k Employees,State,22 years old,Jabalpur +25 more,"Company Culture, Work Life Balance",N/A
Skechers,4.2,N/A,N/A,N/A,N/A,N/A,"Company Culture, Skill Development / Learning, Job Security",N/A
Him Teknoforge,3.7,Auto Components,1k-5k Employees,Public,42 years old,Chandigarh +6 more,N/A,N/A
Zinnov Management Consulting,3.4,Management Consulting,501-1k Employees,21 years old,The Woodlands +6 more,The Woodlands +6 more,N/A,Work Life Balance
Lycatel BPO,3.4,BPO,201-500 Employees,17 years old,London +3 more,London +3 more,N/A,Promotions / Appraisal
HTL,3.8,Telecom,51-200 Employees,63 years old,Chennai +8 more,Chennai +8 more,Job Security,N/A
Object Frontier Software,4.0,IT Services & Consulting,501-1k Employees,26 years old,Chennai +1 more,Chennai +1 more,"Job Security, Company Culture",N/A
Outlook,3.6,N/A,N/A,N/A,N/A,N/A,Work Life Balance,N/A
Zopper,3.5,Internet,501-1k Employees,12 years old,Noida +21 more,Noida +21 more,N/A,Work Satisfaction
Microchip Technology,4.1,Semiconductors,1k-5k Employees,Forbes Global 2000,34 years old,Chandler +5 more,"Job Security, Work Life Balance, Company Culture",N/A
Dunnhumby,4.1,Analytics & KPO,501-1k Employees,15 years old,Brook Green +1 more,Brook Green +1 more,"Work Life Balance, Job Security, Company Culture",N/A
American InfoSource,3.4,IT Services & Consulting,201-500 Employees (Global),23 years old,Houston +1 more,Houston +1 more,N/A,N/A
Nkgsb CO-OP Bank,4.1,Banking,1k-5k Employees,Public,106 years old,Mumbai +18 more,"Job Security, Work Life Balance, Skill Development / Learning",N/A
Ministry Of Education,4.1,N/A,N/A,N/A,N/A,N/A,"Work Life Balance, Skill Development / Learning, Work Satisfaction",N/A
Motion Education,3.7,Education & Training,51-200 Employees,16 years old,Kota +30 more,Kota +30 more,N/A,N/A
Jubilant Chemsys,3.7,Pharma,201-500 Employees,19 years old,Noida +7 more,Noida +7 more,"Job Security, Salary & Benefits",N/A
Pan Gulf Technologies,4.3,Design,201-500 Employees,19 years old,Mumbai +4 more,Mumbai +4 more,"Company Culture, Job Security, Work Satisfaction",N/A
C-Square Info Solutions,3.9,IT Services & Consulting,201-500 Employees,Public,21 years old,Bangalore +11 more,Job Security,N/A
Vandana Global,3.6,Iron & Steel,1k-5k Employees,25 years old,Raipur +2 more,Raipur +2 more,N/A,Promotions / Appraisal
Quadlabs Technologies,4.0,Software Product,51-200 Employees,17 years old,Gurgaon/Gurugram +3 more,Gurgaon/Gurugram +3 more,"Work Life Balance, Company Culture, Work Satisfaction",N/A
Ginger Webs,3.0,IT Services & Consulting,201-500 Employees,15 years old,Noida +10 more,Noida +10 more,N/A,"Company Culture, Job Security, Promotions / Appraisal"
Nelco,3.6,Telecom,201-500 Employees,Public,83 years old,Mumbai +17 more,Job Security,N/A
Wep Solutions India,3.8,IT Services & Consulting,201-500 Employees,Public,28 years old,Bangalore +14 more,"Skill Development / Learning, Company Culture",N/A
Shore Infotech India,3.3,IT Services & Consulting,201-500 Employees,16 years old,New York +1 more,New York +1 more,N/A,N/A
Thinksynq Solutions,3.7,Management Consulting,201-500 Employees,16 years old,Chennai +8 more,Chennai +8 more,N/A,N/A
Al Naboodah,4.7,Engineering & Construction,10k-50k Employees (Global),65 years old,Dubai +10 more,Dubai +10 more,"Work Satisfaction, Company Culture, Salary & Benefits",N/A
AGROCEL INDUSTRIES,4.4,Chemicals,51-200 Employees,38 years old,Mumbai +10 more,Mumbai +10 more,"Job Security, Company Culture, Work Satisfaction",N/A
Express Roadways,3.7,Logistics,51-200 Employees,30 years old,New Delhi +24 more,New Delhi +24 more,N/A,N/A
Gennova Biopharmaceuticals,4.5,Pharma,501-1k Employees,17 years old,Pune +5 more,Pune +5 more,"Company Culture, Work Life Balance, Work Satisfaction",N/A
Multi Mantech International,2.6,Engineering & Construction,51-200 Employees,32 years old,Ahmedabad +17 more,Ahmedabad +17 more,N/A,"Promotions / Appraisal, Company Culture, Work Satisfaction"
Okinawa Autotech,3.7,Auto Components,51-200 Employees,Startup,7 years old,Gurgaon +14 more,N/A,N/A
Million Minds Management Services,4.0,Recruitment,51-200 Employees,11 years old,Noida +33 more,Noida +33 more,Skill Development / Learning,N/A
Verka milk dairy,3.9,Agriculture,501-1k Employees,50 years old,Chandigarh +15 more,Chandigarh +15 more,"Work Life Balance, Skill Development / Learning",N/A
Rapidtech,3.4,IT Services & Consulting,501-1k Employees,9 years old,Noida +26 more,Noida +26 more,N/A,N/A
Wep Solutions India,3.8,IT Services & Consulting,201-500 Employees,Public,28 years old,Bangalore +14 more,"Skill Development / Learning, Company Culture",N/A
Lycatel BPO,3.4,BPO,201-500 Employees,17 years old,London +3 more,London +3 more,N/A,Promotions / Appraisal
HTL,3.8,Telecom,51-200 Employees,63 years old,Chennai +8 more,Chennai +8 more,Job Security,N/A
Abu Dhabi Commercial Bank,4.1,Banking,201-500 Employees,Forbes Global 2000,38 years old,Abu Dhabi +5 more,"Company Culture, Job Security, Skill Development / Learning",N/A
Modern Foods,3.9,Food Processing,51-200 Employees,Public,58 years old,Gurgaon/Gurugram +18 more,Skill Development / Learning,N/A
Object Frontier Software,4.0,IT Services & Consulting,501-1k Employees,26 years old,Chennai +1 more,Chennai +1 more,"Job Security, Company Culture",N/A
Al Naboodah,4.7,Engineering & Construction,10k-50k Employees (Global),65 years old,Dubai +10 more,Dubai +10 more,"Work Satisfaction, Company Culture, Salary & Benefits",N/A
Pan Gulf Technologies,4.3,Design,201-500 Employees,19 years old,Mumbai +4 more,Mumbai +4 more,"Company Culture, Job Security, Work Satisfaction",N/A
Skechers,4.2,N/A,N/A,N/A,N/A,N/A,"Company Culture, Skill Development / Learning, Job Security",N/A
Shore Infotech India,3.3,IT Services & Consulting,201-500 Employees,16 years old,New York +1 more,New York +1 more,N/A,N/A
Simpolo Vitrified,3.9,Building Material,201-500 Employees,46 years old,Morbi +20 more,Morbi +20 more,N/A,N/A
Rapidtech,3.4,IT Services & Consulting,501-1k Employees,9 years old,Noida +26 more,Noida +26 more,N/A,N/A
Multi Mantech International,2.6,Engineering & Construction,51-200 Employees,32 years old,Ahmedabad +17 more,Ahmedabad +17 more,N/A,"Promotions / Appraisal, Company Culture, Work Satisfaction"
Vandana Global,3.6,Iron & Steel,1k-5k Employees,25 years old,Raipur +2 more,Raipur +2 more,N/A,Promotions / Appraisal
J G Hosiery,3.8,N/A,N/A,N/A,N/A,N/A,Salary & Benefits,N/A
Outlook,3.6,N/A,N/A,N/A,N/A,N/A,Work Life Balance,N/A
Zinnov Management Consulting,3.4,Management Consulting,501-1k Employees,21 years old,The Woodlands +6 more,The Woodlands +6 more,N/A,Work Life Balance
Gennova Biopharmaceuticals,4.5,Pharma,501-1k Employees,17 years old,Pune +5 more,Pune +5 more,"Company Culture, Work Life Balance, Work Satisfaction",N/A
Thinksynq Solutions,3.7,Management Consulting,201-500 Employees,16 years old,Chennai +8 more,Chennai +8 more,N/A,N/A
Spykar Lifestyles,3.9,Fashion & Textile,501-1k Employees,31 years old,Mumbai +28 more,Mumbai +28 more,N/A,N/A
Open Financial Technologies Private Limited,3.0,FinTech,201-500 Employees,Indian Unicorn,6 years old,Bangalore +9 more,N/A,"Promotions / Appraisal, Job Security, Work Satisfaction"
Andhra Paper,3.7,Pulp & Paper,1k-5k Employees,Public,59 years old,Hyderabad/Secunderabad +8 more,Job Security,N/A
CIBERsites India,3.6,IT Services & Consulting,501-1k Employees,49 years old,Troy +4 more,Troy +4 more,N/A,Promotions / Appraisal
BeatO,3.4,Fitness & Wellness,201-500 Employees,Startup,8 years old,Delhi +6 more,N/A,N/A
Revlon,3.7,Beauty & Personal Care,501-1k Employees,91 years old,New York +25 more,New York +25 more,Work Life Balance,N/A
MASAI School,4.1,EdTech,201-500 Employees,Startup,4 years old,Bangalore +2 more,"Company Culture, Salary & Benefits, Skill Development / Learning",N/A
Gujarat Guardian Ltd.,3.7,Building Material,201-500 Employees,31 years old,Noida +11 more,Noida +11 more,N/A,N/A
Airproducts,4.0,Chemicals,501-1k Employees,Public,83 years old,Trexlertown +6 more,"Work Life Balance, Job Security, Salary & Benefits",N/A
Pharmaceutical job,4.2,N/A,N/A,N/A,N/A,N/A,"Work Satisfaction, Skill Development / Learning, Job Security",N/A
VBeyond Corporation,3.9,Recruitment,201-500 Employees,17 years old,Hillsborough +4 more,Hillsborough +4 more,"Work Life Balance, Company Culture, Skill Development / Learning",N/A
ART Housing Finance (India),3.8,Financial Services,51-200 Employees,Public,10 years old,Gurgaon +29 more,"Company Culture, Skill Development / Learning",N/A
Payswiff Solutions,3.8,FinTech,201-500 Employees,Startup,10 years old,Hyderabad +21 more,N/A,N/A
Dar Group,3.4,Architecture & Interior Design,501-1k Employees,37 years old,Beirut +8 more,Beirut +8 more,N/A,"Work Life Balance, Company Culture"
Z1 Tech,4.4,Marketing & Advertising,51-200 Employees,9 years old,New Jersey +1 more,New Jersey +1 more,"Salary & Benefits, Company Culture, Skill Development / Learning",N/A
TalentServe,2.0,Software Product,201-500 Employees,4 years old,Mumbai +5 more,Mumbai +5 more,N/A,"Promotions / Appraisal, Job Security, Salary & Benefits"
NEC Software Solutions,4.0,N/A,N/A,N/A,N/A,N/A,"Work Life Balance, Job Security, Company Culture",N/A
ABP Network,4.0,Broadcasting,1k-5k Employees,20 years old,Noida +12 more,Noida +12 more,"Company Culture, Skill Development / Learning",N/A
Threpsi Solutions,4.0,N/A,N/A,N/A,N/A,N/A,"Work Life Balance, Skill Development / Learning",N/A
Numerator,4.2,Emerging Technologies,1k-5k Employees,19 years old,Chicago +1 more,Chicago +1 more,"Work Life Balance, Company Culture, Work Satisfaction",N/A
ARDEM Incorporated,3.3,N/A,N/A,N/A,N/A,N/A,N/A,"Promotions / Appraisal, Salary & Benefits"
Benteler Automotive,4.3,Automobile,201-500 Employees,147 years old,Salzburg +4 more,Salzburg +4 more,"Company Culture, Work Life Balance, Work Satisfaction",N/A
Tata Lockheed Martin Aerostructures,4.0,Defence & Aerospace,11-50 Employees,111 years old,Bethesda +4 more,Bethesda +4 more,"Job Security, Skill Development / Learning",N/A
Mercurius Advisory Services,4.0,N/A,N/A,N/A,N/A,N/A,"Company Culture, Job Security, Skill Development / Learning",N/A
Newtronic Lifecare Equipment,3.8,Pharma,201-500 Employees,47 years old,Mumbai +11 more,Mumbai +11 more,N/A,N/A
Symed Labs,3.4,Pharma,501-1k Employees,26 years old,Hyderabad +4 more,Hyderabad +4 more,N/A,N/A
IWS,3.7,Recruitment,201-500 Employees,19 years old,Noida +22 more,Noida +22 more,N/A,N/A
Alp Nishikawa,4.1,Auto Components,51-200 Employees,27 years old,Gurgaon +7 more,Gurgaon +7 more,"Job Security, Skill Development / Learning, Work Life Balance",N/A
Pran Beverages India,3.6,Beverage,1k-5k Employees,42 years old,Dhaka +31 more,Dhaka +31 more,N/A,N/A
Birla Precision Technologies,3.6,Industrial Machinery,201-500 Employees,Public,86 years old,Mumbai +12 more,N/A,N/A
H-one India,4.0,Auto Components,51-200 Employees,17 years old,Saitama  +10 more,Saitama  +10 more,"Work Life Balance, Work Satisfaction",N/A
Ageis,3.4,N/A,N/A,N/A,N/A,N/A,N/A,Promotions / Appraisal
Datavail Infotech,2.8,IT Services & Consulting,201-500 Employees,16 years old,Broomfield +5 more,Broomfield +5 more,N/A,"Promotions / Appraisal, Company Culture, Work Life Balance"
Vibracoustic,4.0,Automobile,201-500 Employees,11 years old,Darmstadt +9 more,Darmstadt +9 more,"Work Life Balance, Company Culture",N/A
Conceptia Software Technologies,4.5,Defence & Aerospace,501-1k Employees,19 years old,Bengaluru/Bangalore +7 more,Bengaluru/Bangalore +7 more,"Work Life Balance, Work Satisfaction, Company Culture",N/A
Listenlights,3.6,Electrical Equipment,51-200 Employees (Global),37 years old,Mumbai +5 more,Mumbai +5 more,Skill Development / Learning,N/A
CIBERsites India,3.6,IT Services & Consulting,501-1k Employees,49 years old,Troy +4 more,Troy +4 more,N/A,Promotions / Appraisal
Dar Group,3.4,Architecture & Interior Design,501-1k Employees,37 years old,Beirut +8 more,Beirut +8 more,N/A,"Work Life Balance, Company Culture"
ART Housing Finance (India),3.8,Financial Services,51-200 Employees,Public,10 years old,Gurgaon +29 more,"Company Culture, Skill Development / Learning",N/A
Payswiff Solutions,3.8,FinTech,201-500 Employees,Startup,10 years old,Hyderabad +21 more,N/A,N/A
VBeyond Corporation,3.9,Recruitment,201-500 Employees,17 years old,Hillsborough +4 more,Hillsborough +4 more,"Work Life Balance, Company Culture, Skill Development / Learning",N/A
Mercurius Advisory Services,4.0,N/A,N/A,N/A,N/A,N/A,"Company Culture, Job Security, Skill Development / Learning",N/A
Tata Lockheed Martin Aerostructures,4.0,Defence & Aerospace,11-50 Employees,111 years old,Bethesda +4 more,Bethesda +4 more,"Job Security, Skill Development / Learning",N/A
Symed Labs,3.4,Pharma,501-1k Employees,26 years old,Hyderabad +4 more,Hyderabad +4 more,N/A,N/A
Pran Beverages India,3.6,Beverage,1k-5k Employees,42 years old,Dhaka +31 more,Dhaka +31 more,N/A,N/A
Benteler Automotive,4.3,Automobile,201-500 Employees,147 years old,Salzburg +4 more,Salzburg +4 more,"Company Culture, Work Life Balance, Work Satisfaction",N/A
Birla Precision Technologies,3.6,Industrial Machinery,201-500 Employees,Public,86 years old,Mumbai +12 more,N/A,N/A
H-one India,4.0,Auto Components,51-200 Employees,17 years old,Saitama  +10 more,Saitama  +10 more,"Work Life Balance, Work Satisfaction",N/A
ToXSL Technologies,3.5,IT Services & Consulting,51-200 Employees,11 years old,Mohali +20 more,Mohali +20 more,N/A,N/A
RentoMojo,3.6,FinTech,501-1k Employees,Startup,9 years old,Bangalore +11 more,N/A,N/A
Junglee Games,3.4,IT Services & Consulting,201-500 Employees,Startup,11 years old,Delhi +6 more,N/A,"Promotions / Appraisal, Work Satisfaction"
Conceptia Software Technologies,4.5,Defence & Aerospace,501-1k Employees,19 years old,Bengaluru/Bangalore +7 more,Bengaluru/Bangalore +7 more,"Work Life Balance, Work Satisfaction, Company Culture",N/A
Vibracoustic,4.0,Automobile,201-500 Employees,11 years old,Darmstadt +9 more,Darmstadt +9 more,"Work Life Balance, Company Culture",N/A
IIT Kharagpur,4.3,Education & Training,1k-5k Employees (Global),72 years old,Kharagpur +7 more,Kharagpur +7 more,"Skill Development / Learning, Work Life Balance, Company Culture",N/A
Bilt,3.8,Pulp & Paper,1k-5k Employees,78 years old,Gurgaon/Gurugram +17 more,Gurgaon/Gurugram +17 more,N/A,N/A
Ageis,3.4,N/A,N/A,N/A,N/A,N/A,N/A,Promotions / Appraisal
Bread Financial,4.0,FinTech,501-1k Employees,Public,27 years old,Columbus +2 more,"Work Life Balance, Salary & Benefits, Company Culture",N/A
LSEG,4.0,N/A,N/A,N/A,N/A,N/A,"Job Security, Company Culture, Work Life Balance",N/A
Daimler Truck,3.8,N/A,N/A,N/A,N/A,N/A,"Job Security, Work Life Balance, Company Culture",N/A
